 0             0             0 
 1             1             1 
 2             2             2 
 3             3             3 
 4             4             4 
 5             5             5 
 6             6             6 
 7             7             7 
 8             8             8 
 9             9             9 
 10            10            10 
 11            11            11 
 12            12            12 
 13            13            13 
 14            14            14 
 15            15            15 
 16            16            16 
 17            17            17 
 18            18            18 
 19            19            19 
 20            20            20 
 21            21            21 
 22            22            22 
 23            23            23 
 24            24            24 
 25            25            25 
 26            26            26 
 27            27            27 
 28            28            28 
 29            29            29 
 30            30            30 
 31            31            31 
 32            32            32 
 33            33            33 
 34            34            34 
 35            35            35 
 36            36            36 
 37            37            37 
 38            38            38 
 39            39            39 
 40            40            40 
 41            41            41 
 42            42            42 
 43            43            43 
 44            44            44 
 45            45            45 
 46            46            46 
 47            47            47 
 48            48            48 
 49            49            49 
 50            50            50 
 51            51            51 
 52            52            52 
 53            53            53 
 54            54            54 
 55            55            55 
 56            56            56 
 57            57            57 
 58            58            58 
 59            59            59 
 60            60            60 
 61            61            61 
 62            62            62 
 63            63            63 
 0             0             63 
 1             0             62 
 2             0             61 
 3             0             60 
 4             0             59 
 5             0             58 
 6             0             57 
 7             0             56 
 8             0             55 
 9             0             54 
 10            0             53 
 11            0             52 
 12            0             51 
 13            0             50 
 14            0             49 
 15            0             48 
 16            0             47 
 17            0             46 
 18            0             45 
 19            0             44 
 20            0             43 
 21            0             42 
 22            0             41 
 23            0             40 
 24            0             39 
 25            0             38 
 26            0             37 
 27            0             36 
 28            0             35 
 29            0             34 
 30            0             33 
 31            0             32 
 32            0             31 
 33            0             30 
 34            0             29 
 35            0             28 
 36            0             27 
 37            0             26 
 38            0             25 
 39            0             24 
 40            0             23 
 41            0             22 
 42            0             21 
 43            0             20 
 44            0             19 
 45            0             18 
 46            0             17 
 47            0             16 
 48            0             15 
 49            0             14 
 50            0             13 
 51            0             12 
 52            0             11 
 53            0             10 
 54            0             9 
 55            0             8 
 56            0             7 
 57            0             6 
 58            0             5 
 59            0             4 
 60            0             3 
 61            0             2 
 62            0             1 
 63            0             0 
 0             32            63 
 1             32            62 
 2             32            61 
 3             32            60 
 4             32            59 
 5             32            58 
 6             32            57 
 7             32            56 
 8             32            55 
 9             32            54 
 10            32            53 
 11            32            52 
 12            32            51 
 13            32            50 
 14            32            49 
 15            32            48 
 16            32            47 
 17            32            46 
 18            32            45 
 19            32            44 
 20            32            43 
 21            32            42 
 22            32            41 
 23            32            40 
 24            32            39 
 25            32            38 
 26            32            37 
 27            32            36 
 28            32            35 
 29            32            34 
 30            32            33 
 31            32            32 
 32            32            31 
 33            32            30 
 34            32            29 
 35            32            28 
 36            32            27 
 37            32            26 
 38            32            25 
 39            32            24 
 40            32            23 
 41            32            22 
 42            32            21 
 43            32            20 
 44            32            19 
 45            32            18 
 46            32            17 
 47            32            16 
 48            32            15 
 49            32            14 
 50            32            13 
 51            32            12 
 52            32            11 
 53            32            10 
 54            32            9 
 55            32            8 
 56            32            7 
 57            32            6 
 58            32            5 
 59            32            4 
 60            32            3 
 61            32            2 
 62            32            1 
 63            32            0 
 0             63            0 
 1             62            0 
 2             61            0 
 3             60            0 
 4             59            0 
 5             58            0 
 6             57            0 
 7             56            0 
 8             55            0 
 9             54            0 
 10            53            0 
 11            52            0 
 12            51            0 
 13            50            0 
 14            49            0 
 15            48            0 
 16            47            0 
 17            46            0 
 18            45            0 
 19            44            0 
 20            43            0 
 21            42            0 
 22            41            0 
 23            40            0 
 24            39            0 
 25            38            0 
 26            37            0 
 27            36            0 
 28            35            0 
 29            34            0 
 30            33            0 
 31            32            0 
 32            31            0 
 33            30            0 
 34            29            0 
 35            28            0 
 36            27            0 
 37            26            0 
 38            25            0 
 39            24            0 
 40            23            0 
 41            22            0 
 42            21            0 
 43            20            0 
 44            19            0 
 45            18            0 
 46            17            0 
 47            16            0 
 48            15            0 
 49            14            0 
 50            13            0 
 51            12            0 
 52            11            0 
 53            10            0 
 54            9             0 
 55            8             0 
 56            7             0 
 57            6             0 
 58            5             0 
 59            4             0 
 60            3             0 
 61            2             0 
 62            1             0 
 63            0             0 
